,E1,E2,REL
75786,CHEMICAL,GENE-Y,Upregulator
75787,CHEMICAL,GENE-Y,Upregulator
75788,GENE-Y,CHEMICAL,Not
75789,GENE-Y,GENE-Y,Not
75790,GENE-Y,GENE-Y,Not
75791,GENE-Y,GENE-Y,Not
75792,GENE-Y,CHEMICAL,Not
75793,GENE-Y,GENE-Y,Not
75794,GENE-Y,GENE-Y,Not
75795,GENE-Y,GENE-Y,Not
75796,GENE-Y,CHEMICAL,Not
75797,GENE-Y,GENE-Y,Not
75798,GENE-Y,GENE-Y,Not
75799,GENE-Y,GENE-Y,Not
75800,GENE-Y,CHEMICAL,Not
75801,GENE-Y,GENE-Y,Not
75802,GENE-Y,GENE-Y,Not
75803,GENE-Y,GENE-Y,Not
75804,CHEMICAL,CHEMICAL,Not
75805,CHEMICAL,CHEMICAL,Not
75806,CHEMICAL,CHEMICAL,Not
75807,CHEMICAL,CHEMICAL,Not
75808,CHEMICAL,CHEMICAL,Not
75809,CHEMICAL,CHEMICAL,Not
75810,CHEMICAL,CHEMICAL,Not
75811,CHEMICAL,CHEMICAL,Not
75812,CHEMICAL,CHEMICAL,Not
75813,CHEMICAL,CHEMICAL,Not
75814,CHEMICAL,CHEMICAL,Not
75815,CHEMICAL,CHEMICAL,Not
75816,CHEMICAL,CHEMICAL,Not
75817,CHEMICAL,CHEMICAL,Not
75818,CHEMICAL,CHEMICAL,Not
75819,CHEMICAL,CHEMICAL,Not
75820,CHEMICAL,CHEMICAL,Not
75821,CHEMICAL,CHEMICAL,Not
75822,CHEMICAL,CHEMICAL,Not
75823,CHEMICAL,GENE-Y,Not
75824,CHEMICAL,GENE-Y,Not
75825,CHEMICAL,CHEMICAL,Not
75826,CHEMICAL,GENE-Y,Not
75827,CHEMICAL,GENE-Y,Not
75828,GENE-Y,CHEMICAL,Not
75829,GENE-Y,CHEMICAL,Not
75830,GENE-Y,GENE-Y,Not
75831,GENE-Y,CHEMICAL,Not
75832,GENE-Y,CHEMICAL,Not
75833,GENE-Y,GENE-Y,Not
75834,CHEMICAL,CHEMICAL,Not
75835,CHEMICAL,CHEMICAL,Not
75836,CHEMICAL,CHEMICAL,Not
75837,CHEMICAL,CHEMICAL,Not
75838,CHEMICAL,CHEMICAL,Not
75839,CHEMICAL,CHEMICAL,Not
75840,CHEMICAL,CHEMICAL,Not
75841,CHEMICAL,CHEMICAL,Not
75842,CHEMICAL,CHEMICAL,Not
75843,CHEMICAL,CHEMICAL,Not
75844,CHEMICAL,CHEMICAL,Not
75845,CHEMICAL,CHEMICAL,Not
75846,CHEMICAL,CHEMICAL,Not
75847,CHEMICAL,CHEMICAL,Not
75848,CHEMICAL,CHEMICAL,Not
75849,CHEMICAL,CHEMICAL,Not
75850,CHEMICAL,CHEMICAL,Not
75851,CHEMICAL,CHEMICAL,Not
75852,CHEMICAL,CHEMICAL,Not
75853,CHEMICAL,CHEMICAL,Not
75854,CHEMICAL,CHEMICAL,Not
75855,CHEMICAL,CHEMICAL,Not
75856,CHEMICAL,CHEMICAL,Not
75857,CHEMICAL,CHEMICAL,Not
75858,CHEMICAL,CHEMICAL,Not
75859,CHEMICAL,CHEMICAL,Not
75860,CHEMICAL,CHEMICAL,Not
75861,CHEMICAL,CHEMICAL,Not
75862,CHEMICAL,CHEMICAL,Not
75863,CHEMICAL,CHEMICAL,Not
75864,CHEMICAL,CHEMICAL,Not
75865,CHEMICAL,CHEMICAL,Not
75866,CHEMICAL,CHEMICAL,Not
75867,CHEMICAL,CHEMICAL,Not
75868,CHEMICAL,CHEMICAL,Not
75869,CHEMICAL,CHEMICAL,Not
75870,CHEMICAL,CHEMICAL,Not
75871,CHEMICAL,CHEMICAL,Not
75872,CHEMICAL,CHEMICAL,Not
75873,CHEMICAL,CHEMICAL,Not
75874,CHEMICAL,CHEMICAL,Not
75875,CHEMICAL,CHEMICAL,Not
75876,CHEMICAL,CHEMICAL,Not
75877,CHEMICAL,CHEMICAL,Not
75878,CHEMICAL,CHEMICAL,Not
75879,CHEMICAL,CHEMICAL,Not
75880,CHEMICAL,CHEMICAL,Not
75881,CHEMICAL,CHEMICAL,Not
75882,CHEMICAL,CHEMICAL,Not
75883,CHEMICAL,CHEMICAL,Not
75884,CHEMICAL,CHEMICAL,Not
75885,CHEMICAL,CHEMICAL,Not
75886,CHEMICAL,CHEMICAL,Not
75887,CHEMICAL,CHEMICAL,Not
75888,CHEMICAL,CHEMICAL,Not
75889,CHEMICAL,CHEMICAL,Not
75890,CHEMICAL,CHEMICAL,Not
75891,CHEMICAL,CHEMICAL,Not
75892,CHEMICAL,CHEMICAL,Not
75893,CHEMICAL,CHEMICAL,Not
75894,CHEMICAL,CHEMICAL,Not
75895,CHEMICAL,CHEMICAL,Not
75896,CHEMICAL,CHEMICAL,Not
75897,CHEMICAL,CHEMICAL,Not
75898,CHEMICAL,CHEMICAL,Not
75899,CHEMICAL,CHEMICAL,Not
75900,CHEMICAL,CHEMICAL,Not
75901,CHEMICAL,CHEMICAL,Not
75902,CHEMICAL,CHEMICAL,Not
75903,CHEMICAL,CHEMICAL,Not
75904,CHEMICAL,CHEMICAL,Not
75905,CHEMICAL,CHEMICAL,Not
75906,CHEMICAL,CHEMICAL,Not
75907,CHEMICAL,CHEMICAL,Not
75908,CHEMICAL,CHEMICAL,Not
75909,CHEMICAL,CHEMICAL,Not
75910,CHEMICAL,CHEMICAL,Not
75911,CHEMICAL,CHEMICAL,Not
75912,CHEMICAL,CHEMICAL,Not
75913,CHEMICAL,CHEMICAL,Not
75914,CHEMICAL,CHEMICAL,Not
75915,CHEMICAL,CHEMICAL,Not
75916,CHEMICAL,CHEMICAL,Not
75917,CHEMICAL,CHEMICAL,Not
75918,CHEMICAL,CHEMICAL,Not
75919,CHEMICAL,CHEMICAL,Not
75920,CHEMICAL,CHEMICAL,Not
75921,CHEMICAL,CHEMICAL,Not
75922,CHEMICAL,CHEMICAL,Not
75923,CHEMICAL,CHEMICAL,Not
75924,CHEMICAL,CHEMICAL,Not
75925,CHEMICAL,CHEMICAL,Not
75926,CHEMICAL,CHEMICAL,Not
75927,CHEMICAL,CHEMICAL,Not
75928,CHEMICAL,CHEMICAL,Not
75929,CHEMICAL,CHEMICAL,Not
75930,CHEMICAL,CHEMICAL,Not
75931,CHEMICAL,CHEMICAL,Not
75932,CHEMICAL,CHEMICAL,Not
75933,CHEMICAL,CHEMICAL,Not
75934,CHEMICAL,CHEMICAL,Not
75935,CHEMICAL,CHEMICAL,Not
75936,CHEMICAL,CHEMICAL,Not
75937,CHEMICAL,CHEMICAL,Not
75938,CHEMICAL,CHEMICAL,Not
75939,CHEMICAL,CHEMICAL,Not
75940,CHEMICAL,CHEMICAL,Not
75941,CHEMICAL,CHEMICAL,Not
75942,CHEMICAL,CHEMICAL,Not
75943,CHEMICAL,CHEMICAL,Not
75944,CHEMICAL,CHEMICAL,Not
75945,CHEMICAL,CHEMICAL,Not
75946,CHEMICAL,CHEMICAL,Not
75947,CHEMICAL,CHEMICAL,Not
75948,CHEMICAL,CHEMICAL,Not
75949,CHEMICAL,CHEMICAL,Not
75950,CHEMICAL,CHEMICAL,Not
75951,CHEMICAL,CHEMICAL,Not
75952,CHEMICAL,CHEMICAL,Not
75953,CHEMICAL,CHEMICAL,Not
75954,CHEMICAL,CHEMICAL,Not
75955,CHEMICAL,CHEMICAL,Not
75956,CHEMICAL,CHEMICAL,Not
75957,CHEMICAL,CHEMICAL,Not
75958,CHEMICAL,GENE-Y,Downregulator
75959,CHEMICAL,GENE-Y,Not
75960,GENE-Y,CHEMICAL,Not
75961,GENE-Y,GENE-Y,Not
75962,GENE-Y,CHEMICAL,Not
75963,GENE-Y,GENE-Y,Not
75964,CHEMICAL,GENE-Y,Not
75965,CHEMICAL,GENE-N,Not
75966,GENE-Y,CHEMICAL,Not
75967,GENE-Y,GENE-N,Not
75968,GENE-N,CHEMICAL,Not
75969,GENE-N,GENE-Y,Not
75970,GENE-Y,GENE-Y,Not
75971,GENE-Y,GENE-Y,Not
75972,GENE-Y,GENE-Y,Not
75973,GENE-Y,GENE-Y,Not
75974,GENE-Y,GENE-Y,Not
75975,GENE-Y,GENE-Y,Not
75976,GENE-Y,GENE-Y,Not
75977,GENE-Y,GENE-Y,Not
75978,GENE-Y,GENE-Y,Not
75979,GENE-Y,GENE-Y,Not
75980,GENE-Y,GENE-Y,Not
75981,GENE-Y,GENE-Y,Not
75982,CHEMICAL,CHEMICAL,Not
75983,CHEMICAL,GENE-N,Not
75984,CHEMICAL,CHEMICAL,Not
75985,CHEMICAL,GENE-N,Not
75986,GENE-N,CHEMICAL,Not
75987,GENE-N,CHEMICAL,Not
75988,CHEMICAL,GENE-Y,Upregulator
75989,CHEMICAL,GENE-Y,Upregulator
75990,CHEMICAL,GENE-Y,Not
75991,GENE-Y,CHEMICAL,Not
75992,GENE-Y,GENE-Y,Not
75993,GENE-Y,GENE-Y,Not
75994,GENE-Y,CHEMICAL,Not
75995,GENE-Y,GENE-Y,Not
75996,GENE-Y,GENE-Y,Not
75997,GENE-Y,CHEMICAL,Not
75998,GENE-Y,GENE-Y,Not
75999,GENE-Y,GENE-Y,Not
76000,CHEMICAL,GENE-Y,Upregulator
76001,CHEMICAL,GENE-Y,Upregulator
76002,GENE-Y,CHEMICAL,Not
76003,GENE-Y,GENE-Y,Not
76004,GENE-Y,CHEMICAL,Not
76005,GENE-Y,GENE-Y,Not
76006,CHEMICAL,GENE-Y,Not
76007,CHEMICAL,GENE-Y,Not
76008,GENE-Y,CHEMICAL,Not
76009,GENE-Y,GENE-Y,Not
76010,GENE-Y,CHEMICAL,Not
76011,GENE-Y,GENE-Y,Not
76012,CHEMICAL,GENE-Y,Not
76013,GENE-Y,CHEMICAL,Not
76014,CHEMICAL,CHEMICAL,Not
76015,CHEMICAL,CHEMICAL,Not
76016,CHEMICAL,GENE-Y,Upregulator
76017,CHEMICAL,GENE-Y,Upregulator
76018,CHEMICAL,GENE-Y,Upregulator
76019,CHEMICAL,GENE-N,Upregulator
76020,CHEMICAL,CHEMICAL,Not
76021,CHEMICAL,GENE-Y,Not
76022,CHEMICAL,GENE-Y,Not
76023,CHEMICAL,GENE-Y,Not
76024,CHEMICAL,GENE-N,Not
76025,CHEMICAL,CHEMICAL,Not
76026,GENE-Y,CHEMICAL,Not
76027,GENE-Y,CHEMICAL,Not
76028,GENE-Y,GENE-Y,Not
76029,GENE-Y,GENE-Y,Not
76030,GENE-Y,GENE-N,Not
76031,GENE-Y,CHEMICAL,Not
76032,GENE-Y,CHEMICAL,Not
76033,GENE-Y,GENE-Y,Not
76034,GENE-Y,GENE-Y,Not
76035,GENE-Y,GENE-N,Not
76036,GENE-Y,CHEMICAL,Not
76037,GENE-Y,CHEMICAL,Not
76038,GENE-Y,GENE-Y,Not
76039,GENE-Y,GENE-Y,Not
76040,GENE-Y,GENE-N,Not
76041,GENE-N,CHEMICAL,Not
76042,GENE-N,CHEMICAL,Not
76043,GENE-N,GENE-Y,Not
76044,GENE-N,GENE-Y,Not
76045,GENE-N,GENE-Y,Not
76046,CHEMICAL,CHEMICAL,Not
76047,CHEMICAL,CHEMICAL,Not
76048,CHEMICAL,CHEMICAL,Not
76049,CHEMICAL,CHEMICAL,Not
76050,CHEMICAL,CHEMICAL,Not
76051,CHEMICAL,CHEMICAL,Not
76052,CHEMICAL,GENE-N,Not
76053,GENE-N,CHEMICAL,Not
76054,CHEMICAL,GENE-Y,Not
76055,GENE-Y,CHEMICAL,Not
76056,CHEMICAL,CHEMICAL,Not
76057,CHEMICAL,CHEMICAL,Not
76058,CHEMICAL,CHEMICAL,Not
76059,CHEMICAL,CHEMICAL,Not
76060,CHEMICAL,CHEMICAL,Not
76061,CHEMICAL,CHEMICAL,Not
76062,CHEMICAL,CHEMICAL,Not
76063,CHEMICAL,CHEMICAL,Not
76064,CHEMICAL,GENE-N,Not
76065,GENE-N,CHEMICAL,Not
76066,CHEMICAL,CHEMICAL,Not
76067,CHEMICAL,CHEMICAL,Not
76068,CHEMICAL,CHEMICAL,Not
76069,CHEMICAL,CHEMICAL,Not
76070,CHEMICAL,GENE-N,Substrate
76071,CHEMICAL,GENE-N,Substrate
76072,GENE-N,CHEMICAL,Not
76073,GENE-N,GENE-N,Not
76074,GENE-N,CHEMICAL,Not
76075,GENE-N,GENE-N,Not
76076,CHEMICAL,CHEMICAL,Not
76077,CHEMICAL,GENE-N,Not
76078,CHEMICAL,GENE-N,Not
76079,CHEMICAL,CHEMICAL,Not
76080,CHEMICAL,GENE-N,Not
76081,CHEMICAL,GENE-N,Not
76082,GENE-N,CHEMICAL,Not
76083,GENE-N,CHEMICAL,Not
76084,GENE-N,GENE-N,Not
76085,GENE-N,CHEMICAL,Not
76086,GENE-N,CHEMICAL,Not
76087,GENE-N,GENE-N,Not
76088,CHEMICAL,CHEMICAL,Not
76089,CHEMICAL,GENE-Y,Not
76090,CHEMICAL,CHEMICAL,Not
76091,CHEMICAL,GENE-Y,Not
76092,GENE-Y,CHEMICAL,Not
76093,GENE-Y,CHEMICAL,Not
76094,CHEMICAL,CHEMICAL,Not
76095,CHEMICAL,CHEMICAL,Not
76096,CHEMICAL,GENE-N,Not
76097,GENE-N,CHEMICAL,Not
76098,GENE-Y,GENE-Y,Not
76099,GENE-Y,GENE-Y,Not
76100,GENE-Y,GENE-Y,Not
76101,GENE-Y,GENE-Y,Not
76102,CHEMICAL,GENE-Y,Not
76103,CHEMICAL,GENE-Y,Not
76104,CHEMICAL,GENE-Y,Not
76105,CHEMICAL,GENE-Y,Not
76106,CHEMICAL,GENE-Y,Not
76107,CHEMICAL,GENE-Y,Not
76108,GENE-Y,CHEMICAL,Not
76109,GENE-Y,GENE-Y,Not
76110,GENE-Y,GENE-Y,Not
76111,GENE-Y,GENE-Y,Not
76112,GENE-Y,GENE-Y,Not
76113,GENE-Y,GENE-Y,Not
76114,GENE-Y,CHEMICAL,Not
76115,GENE-Y,GENE-Y,Not
76116,GENE-Y,GENE-Y,Not
76117,GENE-Y,GENE-Y,Not
76118,GENE-Y,GENE-Y,Not
76119,GENE-Y,GENE-Y,Not
76120,GENE-Y,CHEMICAL,Not
76121,GENE-Y,GENE-Y,Not
76122,GENE-Y,GENE-Y,Not
76123,GENE-Y,GENE-Y,Not
76124,GENE-Y,GENE-Y,Not
76125,GENE-Y,GENE-Y,Not
76126,GENE-Y,CHEMICAL,Not
76127,GENE-Y,GENE-Y,Not
76128,GENE-Y,GENE-Y,Not
76129,GENE-Y,GENE-Y,Not
76130,GENE-Y,GENE-Y,Not
76131,GENE-Y,GENE-Y,Not
76132,GENE-Y,CHEMICAL,Not
76133,GENE-Y,GENE-Y,Not
76134,GENE-Y,GENE-Y,Not
76135,GENE-Y,GENE-Y,Not
76136,GENE-Y,GENE-Y,Not
76137,GENE-Y,GENE-Y,Not
76138,GENE-Y,CHEMICAL,Not
76139,GENE-Y,GENE-Y,Not
76140,GENE-Y,GENE-Y,Not
76141,GENE-Y,GENE-Y,Not
76142,GENE-Y,GENE-Y,Not
76143,GENE-Y,GENE-Y,Not
76144,CHEMICAL,GENE-Y,Not
76145,GENE-Y,CHEMICAL,Not
76146,GENE-Y,GENE-Y,Not
76147,GENE-Y,GENE-Y,Not
76148,CHEMICAL,GENE-Y,Not
76149,CHEMICAL,GENE-Y,Not
76150,CHEMICAL,GENE-Y,Not
76151,GENE-Y,CHEMICAL,Not
76152,GENE-Y,GENE-Y,Not
76153,GENE-Y,GENE-Y,Not
76154,GENE-Y,CHEMICAL,Not
76155,GENE-Y,GENE-Y,Not
76156,GENE-Y,GENE-Y,Not
76157,GENE-Y,CHEMICAL,Not
76158,GENE-Y,GENE-Y,Not
76159,GENE-Y,GENE-Y,Not
76160,CHEMICAL,GENE-Y,Not
76161,GENE-Y,CHEMICAL,Not
76162,CHEMICAL,GENE-Y,Not
76163,GENE-Y,CHEMICAL,Not
76164,CHEMICAL,GENE-Y,Not
76165,GENE-Y,CHEMICAL,Not
76166,CHEMICAL,GENE-Y,Not
76167,GENE-Y,CHEMICAL,Not
76168,CHEMICAL,CHEMICAL,Not
76169,CHEMICAL,GENE-Y,Not
76170,CHEMICAL,GENE-Y,Not
76171,CHEMICAL,CHEMICAL,Not
76172,CHEMICAL,GENE-Y,Not
76173,CHEMICAL,GENE-Y,Not
76174,GENE-Y,CHEMICAL,Not
76175,GENE-Y,CHEMICAL,Not
76176,GENE-Y,GENE-Y,Not
76177,GENE-Y,CHEMICAL,Not
76178,GENE-Y,CHEMICAL,Not
76179,GENE-Y,GENE-Y,Not
76180,CHEMICAL,CHEMICAL,Not
76181,CHEMICAL,CHEMICAL,Not
76182,CHEMICAL,GENE-Y,Not
76183,CHEMICAL,CHEMICAL,Not
76184,CHEMICAL,CHEMICAL,Not
76185,CHEMICAL,GENE-Y,Not
76186,CHEMICAL,CHEMICAL,Not
76187,CHEMICAL,CHEMICAL,Not
76188,CHEMICAL,GENE-Y,Not
76189,GENE-Y,CHEMICAL,Not
76190,GENE-Y,CHEMICAL,Not
76191,GENE-Y,CHEMICAL,Not
76192,CHEMICAL,GENE-Y,Not
76193,GENE-Y,CHEMICAL,Not
76194,CHEMICAL,GENE-Y,Not
76195,GENE-Y,CHEMICAL,Not
76196,CHEMICAL,CHEMICAL,Not
76197,CHEMICAL,GENE-Y,Not
76198,CHEMICAL,GENE-Y,Not
76199,CHEMICAL,CHEMICAL,Not
76200,CHEMICAL,GENE-Y,Not
76201,CHEMICAL,GENE-Y,Not
76202,GENE-Y,CHEMICAL,Not
76203,GENE-Y,CHEMICAL,Not
76204,GENE-Y,GENE-Y,Not
76205,GENE-Y,CHEMICAL,Not
76206,GENE-Y,CHEMICAL,Not
76207,GENE-Y,GENE-Y,Not
76208,GENE-N,GENE-Y,Not
76209,GENE-N,GENE-N,Not
76210,GENE-Y,GENE-N,Not
76211,GENE-Y,GENE-N,Not
76212,GENE-N,GENE-N,Not
76213,GENE-N,GENE-Y,Not
76214,GENE-Y,GENE-Y,Not
76215,GENE-Y,GENE-Y,Not
76216,GENE-Y,GENE-Y,Not
76217,GENE-Y,GENE-Y,Not
76218,GENE-Y,GENE-Y,Not
76219,GENE-Y,GENE-Y,Not
76220,GENE-Y,GENE-Y,Not
76221,GENE-Y,GENE-Y,Not
76222,GENE-Y,GENE-Y,Not
76223,GENE-Y,GENE-Y,Not
76224,GENE-Y,GENE-Y,Not
76225,GENE-Y,GENE-N,Not
76226,GENE-Y,GENE-Y,Not
76227,GENE-Y,GENE-Y,Not
76228,GENE-Y,GENE-Y,Not
76229,GENE-Y,GENE-Y,Not
76230,GENE-Y,GENE-Y,Not
76231,GENE-Y,GENE-Y,Not
76232,GENE-Y,GENE-Y,Not
76233,GENE-Y,GENE-N,Not
76234,GENE-N,GENE-Y,Not
76235,GENE-Y,GENE-Y,Not
76236,GENE-Y,GENE-Y,Not
76237,GENE-Y,GENE-Y,Not
76238,GENE-Y,GENE-Y,Not
76239,GENE-Y,GENE-Y,Not
76240,GENE-Y,GENE-Y,Not
76241,GENE-Y,GENE-Y,Not
76242,GENE-Y,GENE-N,Not
76243,GENE-Y,GENE-Y,Not
76244,GENE-Y,GENE-N,Not
76245,GENE-N,GENE-Y,Not
76246,GENE-Y,GENE-Y,Not
76247,GENE-Y,GENE-Y,Not
76248,GENE-Y,GENE-Y,Not
76249,GENE-Y,GENE-Y,Not
76250,GENE-Y,GENE-Y,Not
76251,GENE-Y,GENE-Y,Not
76252,GENE-N,GENE-Y,Not
76253,GENE-Y,GENE-N,Not
76254,GENE-Y,GENE-Y,Not
76255,GENE-Y,GENE-Y,Not
76256,GENE-N,GENE-Y,Not
76257,GENE-Y,GENE-Y,Not
76258,GENE-Y,GENE-Y,Not
76259,GENE-Y,GENE-Y,Not
76260,GENE-N,GENE-Y,Not
76261,GENE-N,GENE-Y,Not
76262,GENE-Y,GENE-Y,Not
76263,GENE-Y,GENE-Y,Not
76264,GENE-Y,GENE-Y,Not
76265,GENE-N,GENE-Y,Not
76266,GENE-Y,GENE-Y,Not
76267,GENE-Y,GENE-Y,Not
76268,GENE-Y,GENE-Y,Not
76269,GENE-Y,GENE-Y,Not
76270,GENE-Y,GENE-N,Not
76271,GENE-Y,GENE-Y,Not
76272,GENE-N,GENE-Y,Not
76273,GENE-N,GENE-Y,Not
76274,GENE-Y,GENE-Y,Not
76275,GENE-Y,GENE-N,Not
76276,CHEMICAL,CHEMICAL,Not
76277,CHEMICAL,CHEMICAL,Not
76278,CHEMICAL,CHEMICAL,Not
76279,CHEMICAL,CHEMICAL,Not
76280,CHEMICAL,CHEMICAL,Not
76281,CHEMICAL,CHEMICAL,Not
76282,CHEMICAL,CHEMICAL,Not
76283,CHEMICAL,CHEMICAL,Not
76284,CHEMICAL,CHEMICAL,Not
76285,CHEMICAL,CHEMICAL,Not
76286,CHEMICAL,CHEMICAL,Not
76287,CHEMICAL,CHEMICAL,Not
76288,CHEMICAL,CHEMICAL,Not
76289,CHEMICAL,CHEMICAL,Not
76290,CHEMICAL,CHEMICAL,Not
76291,CHEMICAL,CHEMICAL,Not
76292,CHEMICAL,CHEMICAL,Not
76293,CHEMICAL,CHEMICAL,Not
76294,CHEMICAL,CHEMICAL,Not
76295,CHEMICAL,CHEMICAL,Not
76296,CHEMICAL,CHEMICAL,Not
76297,CHEMICAL,CHEMICAL,Not
76298,GENE-Y,GENE-Y,Not
76299,GENE-Y,GENE-Y,Not
76300,CHEMICAL,CHEMICAL,Not
76301,CHEMICAL,GENE-Y,Not
76302,CHEMICAL,CHEMICAL,Not
76303,CHEMICAL,GENE-Y,Not
76304,GENE-Y,CHEMICAL,Not
76305,GENE-Y,CHEMICAL,Not
76306,CHEMICAL,GENE-Y,Substrate
76307,CHEMICAL,GENE-Y,Substrate
76308,CHEMICAL,GENE-Y,Not
76309,GENE-Y,CHEMICAL,Not
76310,GENE-Y,GENE-Y,Not
76311,GENE-Y,GENE-Y,Not
76312,GENE-Y,CHEMICAL,Not
76313,GENE-Y,GENE-Y,Not
76314,GENE-Y,GENE-Y,Not
76315,GENE-Y,CHEMICAL,Not
76316,GENE-Y,GENE-Y,Not
76317,GENE-Y,GENE-Y,Not
76318,CHEMICAL,GENE-Y,Not
76319,CHEMICAL,GENE-Y,Not
76320,GENE-Y,CHEMICAL,Not
76321,GENE-Y,GENE-Y,Not
76322,GENE-Y,CHEMICAL,Not
76323,GENE-Y,GENE-Y,Not
76324,GENE-Y,GENE-Y,Not
76325,GENE-Y,GENE-Y,Not
76326,GENE-Y,GENE-Y,Not
76327,GENE-Y,GENE-Y,Not
76328,GENE-Y,GENE-Y,Not
76329,GENE-Y,GENE-Y,Not
76330,GENE-Y,GENE-Y,Not
76331,GENE-Y,GENE-Y,Not
76332,GENE-N,GENE-Y,Not
76333,GENE-N,GENE-Y,Not
76334,GENE-Y,GENE-N,Not
76335,GENE-Y,GENE-Y,Not
76336,GENE-Y,GENE-N,Not
76337,GENE-Y,GENE-Y,Not
76338,GENE-Y,GENE-Y,Not
76339,GENE-Y,GENE-Y,Not
76340,GENE-Y,GENE-Y,Not
76341,GENE-Y,GENE-Y,Not
76342,GENE-Y,GENE-Y,Not
76343,GENE-Y,GENE-Y,Not
76344,GENE-Y,GENE-Y,Not
76345,GENE-Y,GENE-Y,Not
76346,GENE-Y,GENE-Y,Not
76347,GENE-Y,GENE-Y,Not
76348,GENE-Y,GENE-Y,Not
76349,GENE-Y,GENE-Y,Not
76350,GENE-Y,GENE-Y,Not
76351,GENE-Y,GENE-Y,Not
76352,GENE-Y,GENE-Y,Not
76353,GENE-Y,GENE-Y,Not
76354,GENE-Y,GENE-Y,Not
76355,GENE-Y,GENE-Y,Not
76356,GENE-Y,GENE-Y,Not
76357,GENE-Y,GENE-Y,Not
76358,GENE-N,GENE-Y,Not
76359,GENE-N,GENE-Y,Not
76360,GENE-Y,GENE-N,Not
76361,GENE-Y,GENE-Y,Not
76362,GENE-Y,GENE-N,Not
76363,GENE-Y,GENE-Y,Not
76364,GENE-Y,GENE-Y,Not
76365,GENE-Y,GENE-Y,Not
76366,GENE-Y,GENE-Y,Not
76367,GENE-Y,GENE-Y,Not
76368,GENE-Y,GENE-Y,Not
76369,GENE-Y,GENE-Y,Not
76370,GENE-Y,GENE-Y,Not
76371,GENE-Y,GENE-Y,Not
76372,GENE-Y,GENE-Y,Not
76373,GENE-Y,GENE-Y,Not
76374,GENE-Y,GENE-Y,Not
76375,GENE-Y,GENE-Y,Not
76376,CHEMICAL,CHEMICAL,Not
76377,CHEMICAL,CHEMICAL,Not
76378,CHEMICAL,CHEMICAL,Not
76379,CHEMICAL,CHEMICAL,Not
76380,CHEMICAL,CHEMICAL,Not
76381,CHEMICAL,CHEMICAL,Not
76382,CHEMICAL,CHEMICAL,Not
76383,CHEMICAL,CHEMICAL,Not
76384,CHEMICAL,CHEMICAL,Not
76385,CHEMICAL,CHEMICAL,Not
76386,CHEMICAL,CHEMICAL,Not
76387,CHEMICAL,CHEMICAL,Not
76388,CHEMICAL,CHEMICAL,Not
76389,CHEMICAL,CHEMICAL,Not
76390,CHEMICAL,CHEMICAL,Not
76391,CHEMICAL,CHEMICAL,Not
76392,CHEMICAL,CHEMICAL,Not
76393,CHEMICAL,CHEMICAL,Not
76394,CHEMICAL,CHEMICAL,Not
76395,CHEMICAL,CHEMICAL,Not
76396,CHEMICAL,CHEMICAL,Not
76397,CHEMICAL,CHEMICAL,Not
76398,CHEMICAL,CHEMICAL,Not
76399,CHEMICAL,CHEMICAL,Not
76400,CHEMICAL,CHEMICAL,Not
76401,CHEMICAL,CHEMICAL,Not
76402,CHEMICAL,CHEMICAL,Not
76403,CHEMICAL,CHEMICAL,Not
76404,CHEMICAL,CHEMICAL,Not
76405,CHEMICAL,CHEMICAL,Not
76406,CHEMICAL,CHEMICAL,Not
76407,CHEMICAL,CHEMICAL,Not
76408,CHEMICAL,CHEMICAL,Not
76409,CHEMICAL,CHEMICAL,Not
76410,CHEMICAL,CHEMICAL,Not
76411,CHEMICAL,CHEMICAL,Not
76412,CHEMICAL,CHEMICAL,Not
76413,CHEMICAL,CHEMICAL,Not
76414,CHEMICAL,CHEMICAL,Not
76415,CHEMICAL,CHEMICAL,Not
76416,CHEMICAL,CHEMICAL,Not
76417,CHEMICAL,CHEMICAL,Not
76418,CHEMICAL,CHEMICAL,Not
76419,CHEMICAL,CHEMICAL,Not
76420,CHEMICAL,CHEMICAL,Not
76421,CHEMICAL,CHEMICAL,Not
76422,CHEMICAL,CHEMICAL,Not
76423,CHEMICAL,CHEMICAL,Not
76424,CHEMICAL,CHEMICAL,Not
76425,CHEMICAL,CHEMICAL,Not
76426,CHEMICAL,CHEMICAL,Not
76427,CHEMICAL,CHEMICAL,Not
76428,CHEMICAL,CHEMICAL,Not
76429,CHEMICAL,CHEMICAL,Not
76430,GENE-Y,GENE-Y,Not
76431,GENE-Y,GENE-Y,Not
76432,GENE-Y,GENE-Y,Not
76433,GENE-Y,GENE-Y,Not
76434,GENE-Y,GENE-Y,Not
76435,GENE-Y,GENE-Y,Not
76436,GENE-Y,GENE-Y,Not
76437,GENE-Y,GENE-Y,Not
76438,GENE-Y,GENE-Y,Not
76439,GENE-Y,GENE-Y,Not
76440,GENE-Y,GENE-Y,Not
76441,GENE-Y,GENE-Y,Not
76442,GENE-Y,GENE-Y,Not
76443,GENE-Y,GENE-Y,Not
76444,GENE-Y,GENE-Y,Not
76445,GENE-Y,GENE-Y,Not
76446,GENE-Y,GENE-Y,Not
76447,GENE-Y,GENE-Y,Not
76448,GENE-Y,GENE-Y,Not
76449,GENE-Y,GENE-Y,Not
76450,GENE-Y,GENE-Y,Not
76451,GENE-Y,GENE-Y,Not
76452,GENE-Y,GENE-Y,Not
